28529,1500.00,1495.83,176.70
28629,1500.00,1491.67,177.03
28729,1500.00,1497.50,177.03
28829,1500.00,1497.50,177.03
28931,1500.00,1500.00,177.03
29031,1500.00,1502.50,177.03
29131,1500.00,1502.50,177.03
29231,1500.00,1503.33,177.03
29331,1500.00,1503.33,177.03
29431,1500.00,1503.33,177.03
29531,1500.00,1502.50,177.03
29631,1500.00,1503.33,177.03
29731,1500.00,1502.50,177.03
29831,1500.00,1505.00,177.03
29931,1500.00,1504.17,177.03
30031,1500.00,1504.17,177.03
30131,1500.00,1504.17,177.03
30231,1500.00,1501.67,177.03
30331,1500.00,1504.17,177.03
30431,1500.00,1504.17,177.03
30531,1500.00,1505.00,177.03
30631,1500.00,1505.00,177.03
30731,1500.00,1505.83,176.80
30831,1500.00,1504.17,176.80
30931,1500.00,1496.67,176.80
31031,1500.00,1494.17,177.03
31134,1500.00,1498.33,177.03
31234,1500.00,1498.33,177.03
31334,1500.00,1500.83,177.03
31434,1500.00,1502.50,177.03
31534,1500.00,1501.67,177.03
31634,1500.00,1503.33,177.03
31734,1500.00,1505.00,177.03
31834,1500.00,1505.00,177.03
31934,1500.00,1504.17,177.03
32034,1500.00,1505.00,177.03
32134,1500.00,1503.33,177.03
32234,1500.00,1505.00,177.03
32334,1500.00,1503.33,177.03
32434,1500.00,1503.33,177.03
32534,1500.00,1503.33,177.03
32634,1500.00,1501.67,177.03
32734,1500.00,1504.17,177.03
32834,1500.00,1504.17,177.03
32934,1500.00,1502.50,177.03
33034,1500.00,1502.50,177.03
33136,1500.00,1504.17,177.03
33236,1500.00,1502.50,177.03
33336,1500.00,1505.00,177.03
33436,1500.00,1502.50,177.03
33536,1500.00,1505.00,177.03
33636,1500.00,1505.00,177.03
33736,1500.00,1503.33,177.03
33836,1500.00,1504.17,177.03
33936,1500.00,1502.50,177.03
34036,1500.00,1502.50,177.03
34136,1500.00,1504.17,177.03
34236,1500.00,1504.17,177.03
34336,1500.00,1504.17,177.03
34436,1500.00,1506.67,176.77
34536,1500.00,1502.50,176.77
34636,1500.00,1497.50,176.77
34736,1500.00,1494.17,177.00
34836,1500.00,1494.17,177.23
34936,1500.00,1494.17,177.47
35036,1500.00,1501.67,177.47
35136,1500.00,1500.83,177.47
35236,1500.00,1503.33,177.47
35336,1500.00,1503.33,177.47
35438,1500.00,1505.00,177.47
35538,1500.00,1505.00,177.47
35638,1500.00,1502.50,177.47
35738,1500.00,1506.67,177.20
35838,1500.00,1504.17,177.20
35938,1500.00,1505.00,177.20
36038,1500.00,1505.00,177.20
36138,1500.00,1504.17,177.20
36238,1500.00,1504.17,177.20
36338,1500.00,1505.00,177.20
36438,1500.00,1501.67,177.20
36538,1500.00,1503.33,177.20
36638,1500.00,1503.33,177.20
36738,1500.00,1501.67,177.20
36838,1500.00,1504.17,177.20
36938,1500.00,1500.83,177.20
37038,1500.00,1504.17,177.20
37138,1500.00,1503.33,177.20
37238,1500.00,1503.33,177.20
37338,1500.00,1504.17,177.20
